
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set MID and time  0.1000000E+01

        17 -2.077134E-16 -3.686943E-14 -8.058684E-02

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set MEMBER and time  0.1000000E+01

         1   1 -4.647016E-02  5.906551E-03 -5.566325E-04 -8.208861E-03 -1.160884E-01 -2.340647E-03
         1   2 -1.777303E-01 -5.295956E-03 -3.389327E-03 -6.737140E-03 -1.008444E-01  6.247163E-04
         1   3 -3.028913E-01 -2.267235E-03 -1.229233E-04 -5.265419E-03 -1.179735E-01  6.625121E-04
         1   4 -1.146584E-14 -3.010161E-15 -1.030655E-14 -2.484710E-14 -1.276722E-01 -2.340647E-03
         1   5  3.324724E-14 -1.433444E-15  7.880409E-16 -1.888610E-14 -1.124281E-01  6.247163E-04
         1   6  6.416577E-14 -9.877803E-15 -1.340551E-14 -2.619294E-14 -1.295572E-01  6.625121E-04
         1   7  4.647016E-02 -5.906551E-03  5.566325E-04  8.208861E-03 -1.160884E-01 -2.340647E-03
         1   8  1.777303E-01  5.295956E-03  3.389327E-03  6.737140E-03 -1.008444E-01  6.247163E-04
         1   9  3.028913E-01  2.267235E-03  1.229233E-04  5.265419E-03 -1.179735E-01  6.625121E-04
         1  10 -3.526673E-02  1.070802E-02  4.244836E-03 -4.534270E-13 -1.094923E-01  1.529723E-13
         1  11 -1.665268E-01 -4.944878E-04  1.412142E-03 -4.048082E-13 -9.212754E-02  1.902733E-14
         1  12 -2.916878E-01  2.534234E-03  4.678545E-03 -3.753176E-13 -1.071360E-01  7.864541E-15
         1  13 -3.028513E-14 -2.002304E-15  6.629296E-16 -2.887196E-14 -1.210760E-01  1.465824E-13
         1  14 -2.588242E-14 -2.550756E-15  6.400324E-15 -2.191352E-14 -1.037113E-01  1.398777E-14
         1  15 -2.491111E-14 -5.222187E-15  2.822697E-15 -2.904998E-14 -1.187198E-01 -2.739915E-15
         1  16  3.526673E-02 -1.070802E-02 -4.244836E-03  3.878339E-13 -1.094923E-01  1.406956E-13
         1  17  1.665268E-01  4.944878E-04 -1.412142E-03  3.508451E-13 -9.212754E-02  1.776344E-14
         1  18  2.916878E-01 -2.534234E-03 -4.678545E-03  3.064558E-13 -1.071360E-01  2.123061E-15
         1  19 -4.647016E-02  5.906551E-03 -5.566325E-04  8.208861E-03 -1.160884E-01  2.340647E-03
         1  20 -1.777303E-01 -5.295956E-03 -3.389327E-03  6.737140E-03 -1.008444E-01 -6.247163E-04
         1  21 -3.028913E-01 -2.267235E-03 -1.229233E-04  5.265419E-03 -1.179735E-01 -6.625121E-04
         1  22 -4.741665E-14 -1.491646E-15  8.268767E-15 -2.747329E-14 -1.276722E-01  2.340647E-03
         1  23 -9.352861E-14 -1.355288E-14 -1.242024E-14 -1.898649E-14 -1.124281E-01 -6.247163E-04
         1  24 -1.262250E-13 -1.444764E-14 -1.497307E-14 -2.718681E-14 -1.295572E-01 -6.625121E-04
         1  25  4.647016E-02 -5.906551E-03  5.566325E-04 -8.208861E-03 -1.160884E-01  2.340647E-03
         1  26  1.777303E-01  5.295956E-03  3.389327E-03 -6.737140E-03 -1.008444E-01 -6.247163E-04
         1  27  3.028913E-01  2.267235E-03  1.229233E-04 -5.265419E-03 -1.179735E-01 -6.625121E-04
         2   1 -3.844588E-01 -1.762644E-03 -1.327539E-03 -1.969292E-03 -1.183913E-01  5.557448E-05
         2   2 -5.124314E-01  6.882635E-04  5.418773E-04 -2.500031E-03 -1.017993E-01 -7.720639E-05
         2   3 -6.407301E-01  2.378449E-03  2.085270E-03 -3.030771E-03 -1.181459E-01 -5.349579E-05
         2   4  5.818050E-14 -2.132451E-14 -3.021065E-14 -2.416534E-14 -1.298647E-01  5.557447E-05
         2   5  1.328249E-13 -1.587861E-15 -1.932827E-14 -1.185372E-14 -1.132727E-01 -7.720639E-05
         2   6  1.956572E-13  2.924491E-15 -3.496708E-14 -1.952066E-14 -1.296193E-01 -5.349579E-05
         2   7  3.844588E-01  1.762644E-03  1.327539E-03  1.969292E-03 -1.183913E-01  5.557447E-05
         2   8  5.124314E-01 -6.882635E-04 -5.418773E-04  2.500031E-03 -1.017993E-01 -7.720639E-05
         2   9  6.407301E-01 -2.378449E-03 -2.085270E-03  3.030771E-03 -1.181459E-01 -5.349579E-05
         2  10 -3.859175E-01 -2.387783E-03 -1.952678E-03 -3.689588E-13 -1.070068E-01  1.724441E-14
         2  11 -5.138901E-01  6.312445E-05 -8.326184E-05 -3.670893E-13 -9.069082E-02 -2.944548E-16
         2  12 -6.421887E-01  1.753309E-03  1.460131E-03 -3.759991E-13 -1.073135E-01  1.194880E-14
         2  13 -3.756394E-14 -8.836036E-15 -2.535870E-15 -2.159342E-14 -1.184802E-01  9.065458E-15
         2  14 -2.439586E-14  1.793735E-16 -8.613775E-16 -1.194131E-14 -1.021642E-01  6.008416E-15
         2  15 -1.875014E-14  9.925617E-16 -6.572412E-15 -2.281152E-14 -1.187870E-01  1.232609E-14
         2  16  3.859175E-01  2.387783E-03  1.952678E-03  3.042792E-13 -1.070068E-01  1.540069E-14
         2  17  5.138901E-01 -6.312445E-05  8.326184E-05  3.164440E-13 -9.069082E-02  4.090135E-15
         2  18  6.421887E-01 -1.753309E-03 -1.460131E-03  3.028488E-13 -1.073135E-01 -1.980426E-15
         2  19 -3.844588E-01 -1.762644E-03 -1.327539E-03  1.969292E-03 -1.183913E-01 -5.557447E-05
         2  20 -5.124314E-01  6.882635E-04  5.418773E-04  2.500031E-03 -1.017993E-01  7.720639E-05
         2  21 -6.407301E-01  2.378449E-03  2.085270E-03  3.030771E-03 -1.181459E-01  5.349579E-05
         2  22 -1.465615E-13 -1.231159E-14 -1.493257E-14 -1.552237E-14 -1.298647E-01 -5.557447E-05
         2  23 -1.924261E-13 -8.315522E-15 -5.792143E-15 -9.600338E-15 -1.132727E-01  7.720639E-05
         2  24 -2.254716E-13  3.744867E-15  2.971341E-14 -2.090143E-14 -1.296193E-01  5.349579E-05
