
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set MID and time  0.1000000E+01

        33 -1.379224E-16 -1.503233E-14 -8.071362E-02

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set MEMBER and time  0.1000000E+01

         1   1 -2.667461E-02  6.936453E-03 -1.143677E-04 -4.863060E-03 -1.107009E-01 -2.503179E-03
         1   2 -9.438116E-02 -3.561405E-03 -3.619703E-03 -6.055953E-03 -1.073885E-01  1.348060E-04
         1   3 -1.581026E-01 -4.760640E-03 -3.139913E-03 -7.248847E-03 -1.121671E-01  8.599315E-04
         1   4  6.130388E-14  4.142970E-15  1.521130E-14 -2.058921E-14 -1.222864E-01 -2.503179E-03
         1   5  7.082212E-14  5.189937E-15  1.980319E-14 -2.171573E-14 -1.189740E-01  1.348060E-04
         1   6  8.978593E-14  1.267813E-14  3.520893E-14 -2.352781E-14 -1.237525E-01  8.599315E-04
         1   7  2.667461E-02 -6.936453E-03  1.143677E-04  4.863060E-03 -1.107009E-01 -2.503179E-03
         1   8  9.438116E-02  3.561405E-03  3.619703E-03  6.055953E-03 -1.073885E-01  1.348060E-04
         1   9  1.581026E-01  4.760640E-03  3.139913E-03  7.248847E-03 -1.121671E-01  8.599315E-04
         1  10 -9.246573E-03  1.440561E-02  7.354793E-03 -1.204082E-13 -1.040838E-01  7.448322E-14
         1  11 -7.695312E-02  3.907756E-03  3.849458E-03 -1.033741E-13 -9.912206E-02  2.792724E-14
         1  12 -1.406745E-01  2.708521E-03  4.329247E-03 -8.360806E-14 -1.022511E-01  7.533683E-15
         1  13  3.958552E-14 -4.030269E-15  3.167221E-15 -1.892710E-14 -1.156693E-01  7.463677E-14
         1  14  4.045180E-14 -4.340952E-16  2.458657E-15 -1.809302E-14 -1.107075E-01  2.358098E-14
         1  15  3.841328E-14  2.723934E-15  1.992348E-15 -1.794116E-14 -1.138366E-01  1.363417E-15
         1  16  9.246573E-03 -1.440561E-02 -7.354793E-03  8.771626E-14 -1.040838E-01  7.523940E-14
         1  17  7.695312E-02 -3.907756E-03 -3.849458E-03  7.124640E-14 -9.912206E-02  2.286834E-14
         1  18  1.406745E-01 -2.708521E-03 -4.329247E-03  4.903865E-14 -1.022511E-01  7.975228E-16
         1  19 -2.667461E-02  6.936453E-03 -1.143677E-04  4.863060E-03 -1.107009E-01  2.503179E-03
         1  20 -9.438116E-02 -3.561405E-03 -3.619703E-03  6.055953E-03 -1.073885E-01 -1.348060E-04
         1  21 -1.581026E-01 -4.760640E-03 -3.139913E-03  7.248847E-03 -1.121671E-01 -8.599315E-04
         1  22  1.957349E-14 -1.049235E-14 -4.900199E-15 -1.057929E-14 -1.222864E-01  2.503179E-03
         1  23  3.603743E-14  9.497801E-15  1.101590E-14 -8.913270E-15 -1.189740E-01 -1.348060E-04
         1  24  4.285817E-14  2.504852E-14  2.057268E-14 -6.970440E-15 -1.237525E-01 -8.599315E-04
         1  25  2.667461E-02 -6.936453E-03  1.143677E-04 -4.863060E-03 -1.107009E-01  2.503179E-03
         1  26  9.438116E-02  3.561405E-03  3.619703E-03 -6.055953E-03 -1.073885E-01 -1.348060E-04
         1  27  1.581026E-01  4.760640E-03  3.139913E-03 -7.248847E-03 -1.121671E-01 -8.599315E-04
         2   1 -1.920324E-01 -1.857628E-03 -8.670858E-04 -4.996310E-03 -1.123529E-01  6.176871E-04
         2   2 -2.576806E-01 -1.165597E-03 -5.123308E-04 -4.202991E-03 -1.082570E-01  3.227438E-04
         2   3 -3.234189E-01 -6.837323E-04 -2.476475E-04 -3.409671E-03 -1.125650E-01  7.103495E-05
         2   4  1.011465E-13  1.717425E-14  4.723610E-14 -2.925722E-14 -1.238720E-01  6.176871E-04
         2   5  1.264321E-13  2.335837E-14  6.841691E-14 -3.065044E-14 -1.197761E-01  3.227438E-04
         2   6  1.445969E-13  2.041828E-14  7.498541E-14 -3.901480E-14 -1.240841E-01  7.103495E-05
