
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set ALLN and time  0.1000000E+01

         1 -9.957994E-14 -2.425888E-11  5.583291E-02
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3  4.242623E-12  8.462097E-11 -1.731235E-01
         4  8.278199E-12  2.111397E-10  0.000000E+00
         5  9.625929E-12  2.564197E-10  1.133148E-01
         6  1.097201E-11  3.076874E-10  0.000000E+00
         7  1.456454E-11  4.666711E-10 -3.408442E-01
         8  1.797822E-11  6.452528E-10  0.000000E+00
         9  1.908612E-11  7.097220E-10  1.156078E-01
        10  2.016971E-11  7.767323E-10  0.000000E+00
        11  2.318402E-11  9.837121E-10 -3.475013E-01
        12  2.600707E-11  1.206421E-09  0.000000E+00
        13  2.690100E-11  1.285552E-09  1.165228E-01
        14  2.776391E-11  1.366350E-09  0.000000E+00
        15  3.020376E-11  1.612491E-09 -3.483618E-01
        16  3.243067E-11  1.871114E-09  0.000000E+00
        17  3.313831E-11  1.961901E-09  1.165806E-01
        18  3.381655E-11  2.053962E-09  0.000000E+00
        19  3.567829E-11  2.330820E-09 -3.484527E-01
        20  3.734744E-11  2.617089E-09  0.000000E+00
        21  3.787038E-11  2.716663E-09  1.166094E-01
        22  3.836799E-11  2.817170E-09  0.000000E+00
        23  3.971090E-11  3.116897E-09 -3.487451E-01
        24  4.088305E-11  3.423337E-09  0.000000E+00
        25  4.123437E-11  3.529154E-09  1.168715E-01
        26  4.155867E-11  3.635593E-09  0.000000E+00
        27  4.241249E-11  3.951052E-09 -3.520037E-01
        28  4.310483E-11  4.270585E-09  0.000000E+00
        29  4.330350E-11  4.380363E-09  1.198493E-01
        30  4.348038E-11  4.490484E-09  0.000000E+00
        31  4.389636E-11  4.814916E-09 -3.890781E-01
        32  4.417250E-11  5.141140E-09  0.000000E+00
        33  4.423501E-11  5.252713E-09  1.537337E-01
        34  4.427798E-11  5.364363E-09  0.000000E+00
        35  4.433279E-11  5.691621E-09 -8.109545E-01
        36  4.433540E-11  6.018674E-09  0.000000E+00
        37  4.433230E-11  6.130275E-09  7.652530E-01
        38 -3.342062E-11 -2.511365E-11  1.614137E-01
        39 -3.361599E-11 -5.762472E-14  0.000000E+00
        40 -3.769585E-11  8.623610E-11 -3.020573E-01
        41 -4.186053E-11  2.090245E-10  0.000000E+00
        42 -4.315992E-11  2.585473E-10  1.020494E-01
        43 -4.439609E-11  3.068525E-10  0.000000E+00
        44 -4.807700E-11  4.669292E-10 -3.365379E-01
        45 -5.148721E-11  6.449254E-10  0.000000E+00
        46 -5.259167E-11  7.100477E-10  1.159969E-01
        47 -5.365815E-11  7.766050E-10  0.000000E+00
        48 -5.668739E-11  9.837525E-10 -3.476507E-01
        49 -5.950873E-11  1.206367E-09  0.000000E+00
        50 -6.040267E-11  1.285572E-09  1.165094E-01
        51 -6.126309E-11  1.366329E-09  0.000000E+00
        52 -6.370385E-11  1.612494E-09 -3.483561E-01
        53 -6.593159E-11  1.871104E-09  0.000000E+00
        54 -6.663947E-11  1.961910E-09  1.165811E-01
        55 -6.731742E-11  2.053959E-09  0.000000E+00
        56 -6.918116E-11  2.330822E-09 -3.484528E-01
        57 -7.085729E-11  2.617086E-09  0.000000E+00
        58 -7.138264E-11  2.716664E-09  1.166093E-01
        59 -7.188221E-11  2.817169E-09  0.000000E+00
        60 -7.323133E-11  3.116893E-09 -3.487451E-01
        61 -7.440963E-11  3.423336E-09  0.000000E+00
        62 -7.476304E-11  3.529154E-09  1.168715E-01
        63 -7.508928E-11  3.635591E-09  0.000000E+00
        64 -7.594988E-11  3.951045E-09 -3.520037E-01
        65 -7.664602E-11  4.270585E-09  0.000000E+00
        66 -7.684661E-11  4.380363E-09  1.198493E-01
        67 -7.702421E-11  4.490483E-09  0.000000E+00
        68 -7.744462E-11  4.814911E-09 -3.890781E-01
        69 -7.772424E-11  5.141140E-09  0.000000E+00
        70 -7.778803E-11  5.252714E-09  1.537337E-01
        71 -7.783323E-11  5.364360E-09  0.000000E+00
        72 -7.789176E-11  5.691617E-09 -8.109545E-01
        73 -7.789252E-11  6.018681E-09  0.000000E+00
        74 -7.789413E-11  6.130280E-09  7.652530E-01
        75  0.000000E+00  0.000000E+00  0.000000E+00
        76  0.000000E+00  0.000000E+00  0.000000E+00
        77  0.000000E+00  0.000000E+00  0.000000E+00
        78  0.000000E+00  0.000000E+00  0.000000E+00
        79  0.000000E+00  0.000000E+00  0.000000E+00
        80  0.000000E+00  0.000000E+00  0.000000E+00
        81  0.000000E+00  0.000000E+00  0.000000E+00
        82  0.000000E+00  0.000000E+00  0.000000E+00
        83  0.000000E+00  0.000000E+00  0.000000E+00
        84  0.000000E+00  0.000000E+00  0.000000E+00
        85  0.000000E+00  0.000000E+00  0.000000E+00
        86  0.000000E+00  0.000000E+00  0.000000E+00
        87  0.000000E+00  0.000000E+00  0.000000E+00
        88  0.000000E+00  0.000000E+00  0.000000E+00
        89  0.000000E+00  0.000000E+00  0.000000E+00
        90  0.000000E+00  0.000000E+00  0.000000E+00
        91  0.000000E+00  0.000000E+00  0.000000E+00
        92  0.000000E+00  0.000000E+00  0.000000E+00
        93  0.000000E+00  0.000000E+00  0.000000E+00
        94  0.000000E+00  0.000000E+00  0.000000E+00
        95  0.000000E+00  0.000000E+00  0.000000E+00
        96  0.000000E+00  0.000000E+00  0.000000E+00
        97  0.000000E+00  0.000000E+00  0.000000E+00
        98  0.000000E+00  0.000000E+00  0.000000E+00
        99  0.000000E+00  0.000000E+00  0.000000E+00
       100  0.000000E+00  0.000000E+00  0.000000E+00
       101  0.000000E+00  0.000000E+00  0.000000E+00
       102  0.000000E+00  0.000000E+00  0.000000E+00
       103  0.000000E+00  0.000000E+00  0.000000E+00
       104  0.000000E+00  0.000000E+00  0.000000E+00
       105  0.000000E+00  0.000000E+00  0.000000E+00
       106  0.000000E+00  0.000000E+00  0.000000E+00
       107  0.000000E+00  0.000000E+00  0.000000E+00
       108  0.000000E+00  0.000000E+00  0.000000E+00
       109  0.000000E+00  0.000000E+00  0.000000E+00
       110  0.000000E+00  0.000000E+00  0.000000E+00
       111  0.000000E+00  0.000000E+00  0.000000E+00
       112  0.000000E+00  0.000000E+00  0.000000E+00
       113  0.000000E+00  0.000000E+00  0.000000E+00
       114  0.000000E+00  0.000000E+00  0.000000E+00
       115  0.000000E+00  0.000000E+00  0.000000E+00
       116  0.000000E+00  0.000000E+00  0.000000E+00
       117  0.000000E+00  0.000000E+00  0.000000E+00
       118  0.000000E+00  0.000000E+00  0.000000E+00
       119  0.000000E+00  0.000000E+00  0.000000E+00
       120  0.000000E+00  0.000000E+00  0.000000E+00
       121  0.000000E+00  0.000000E+00  0.000000E+00
       122  0.000000E+00  0.000000E+00  0.000000E+00
       123  0.000000E+00  0.000000E+00  0.000000E+00
       124  0.000000E+00  0.000000E+00  0.000000E+00
