
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set MID and time  0.1000000E+01

         9  5.069937E-17 -2.452818E-15 -4.692617E-02

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set MEMBER and time  0.1000000E+01

         1   1 -7.006793E-02  2.351422E-03 -4.035976E-03 -6.483399E-03 -1.059989E-01 -2.092849E-03
         1   2 -2.415732E-01 -4.524396E-03 -1.607751E-03 -4.039943E-03 -7.052261E-02  9.137735E-05
         1   3 -4.062051E-01  4.637936E-03  7.693968E-03 -1.596487E-03 -1.073145E-01 -4.737936E-04
         1   4 -2.518569E-14  3.061809E-16 -1.842178E-15  6.887424E-15 -1.157421E-01 -2.092849E-03
         1   5 -3.102569E-14  5.085893E-15  5.009253E-20  4.383596E-15 -8.026587E-02  9.137735E-05
         1   6 -3.970382E-14  4.269538E-15 -1.269467E-14  8.240208E-15 -1.170577E-01 -4.737936E-04
         1   7  7.006793E-02 -2.351422E-03  4.035976E-03  6.483399E-03 -1.059989E-01 -2.092849E-03
         1   8  2.415732E-01  4.524396E-03  1.607751E-03  4.039943E-03 -7.052261E-02  9.137735E-05
         1   9  4.062051E-01 -4.637936E-03 -7.693968E-03  1.596487E-03 -1.073145E-01 -4.737936E-04
         1  10 -6.537647E-02  4.362046E-03 -2.025352E-03 -8.604583E-14 -1.022255E-01  3.522713E-14
         1  11 -2.368818E-01 -2.513772E-03  4.028735E-04 -8.689287E-14 -6.526922E-02 -1.703080E-15
         1  12 -4.015136E-01  6.648561E-03  9.704592E-03 -7.629223E-14 -1.005810E-01  1.796438E-15
         1  13 -1.006437E-14  4.370977E-15  3.585730E-15  7.653169E-15 -1.119688E-01  3.567274E-14
         1  14 -8.682655E-15  3.953638E-15  5.051255E-15  4.106237E-15 -7.501248E-02 -7.337151E-15
         1  15 -9.762246E-15 -8.384689E-16 -4.427889E-15  6.993975E-15 -1.103243E-01 -8.484674E-15
         1  16  6.537647E-02 -4.362046E-03  2.025352E-03  1.015797E-13 -1.022255E-01  3.501617E-14
         1  17  2.368818E-01  2.513772E-03 -4.028735E-04  9.403071E-14 -6.526922E-02 -3.655979E-15
         1  18  4.015136E-01 -6.648561E-03 -9.704592E-03  8.986150E-14 -1.005810E-01 -4.397646E-15
         1  19 -7.006793E-02  2.351422E-03 -4.035976E-03  6.483399E-03 -1.059989E-01  2.092849E-03
         1  20 -2.415732E-01 -4.524396E-03 -1.607751E-03  4.039943E-03 -7.052261E-02 -9.137735E-05
         1  21 -4.062051E-01  4.637936E-03  7.693968E-03  1.596487E-03 -1.073145E-01  4.737936E-04
