asset_id,source_id,asset_type,subtype,name,line,parent_asset,station,km_start,km_end,location,criticality
OMD-TRK-L4-014,line-4-0867-1191-s023400--line-4-0866-1205-s023717,track-section,standard-urban,line-4 section 014,line-4,OMD-SYS-001,line-4-0867-1191-s023400 to line-4-0866-1205-s023717,23.400,23.716,جامعة الخرطوم - كلية الدراسات التقنية to line-4-0866-1205-s023717,safety
OMD-WPT-L4-014,w-node-line-4-0867-1191-s023400--line-4-0866-1205-s023717,waypoint,wayside-node,line-4 waypoint 014,line-4,OMD-TRK-L4-014,line-4-0867-1191-s023400 to line-4-0866-1205-s023717,23.558,23.558,جامعة الخرطوم - كلية الدراسات التقنية to line-4-0866-1205-s023717 midpoint W-Node,safety
OMD-TRK-L4-015,line-4-0866-1205-s023717--line-4-0866-1283-s025404,track-section,standard-urban,line-4 section 015,line-4,OMD-SYS-001,line-4-0866-1205-s023717 to line-4-0866-1283-s025404,23.716,25.404,line-4-0866-1205-s023717 to Asbab hospital,safety
OMD-WPT-L4-015,w-node-line-4-0866-1205-s023717--line-4-0866-1283-s025404,waypoint,wayside-node,line-4 waypoint 015,line-4,OMD-TRK-L4-015,line-4-0866-1205-s023717 to line-4-0866-1283-s025404,24.560,24.560,line-4-0866-1205-s023717 to Asbab hospital midpoint W-Node,safety
OMD-TRK-L4-016,line-4-0866-1283-s025404--line-4-0888-1353-s027415,track-section,standard-urban,line-4 section 016,line-4,OMD-SYS-001,line-4-0866-1283-s025404 to line-4-0888-1353-s027415,25.404,27.415,Asbab hospital to line-4-0888-1353-s027415,safety
OMD-WPT-L4-016,w-node-line-4-0866-1283-s025404--line-4-0888-1353-s027415,waypoint,wayside-node,line-4 waypoint 016,line-4,OMD-TRK-L4-016,line-4-0866-1283-s025404 to line-4-0888-1353-s027415,26.409,26.409,Asbab hospital to line-4-0888-1353-s027415 midpoint W-Node,safety
OMD-TRK-L4-017,line-4-0888-1353-s027415--line-4-0954-1427-s029442,track-section,standard-urban,line-4 section 017,line-4,OMD-SYS-001,line-4-0888-1353-s027415 to line-4-0954-1427-s029442,27.415,29.442,line-4-0888-1353-s027415 to موقف الخرطوم مدني حلة كوكو,safety
OMD-WPT-L4-017,w-node-line-4-0888-1353-s027415--line-4-0954-1427-s029442,waypoint,wayside-node,line-4 waypoint 017,line-4,OMD-TRK-L4-017,line-4-0888-1353-s027415 to line-4-0954-1427-s029442,28.428,28.428,line-4-0888-1353-s027415 to موقف الخرطوم مدني حلة كوكو midpoint W-Node,safety
OMD-TRK-L4-018,line-4-0954-1427-s029442--line-4-0908-1567-s032931,track-section,standard-urban,line-4 section 018,line-4,OMD-SYS-001,line-4-0954-1427-s029442 to line-4-0908-1567-s032931,29.442,32.931,موقف الخرطوم مدني حلة كوكو to سوق شارع واحد,safety
OMD-WPT-L4-018,w-node-line-4-0954-1427-s029442--line-4-0908-1567-s032931,waypoint,wayside-node,line-4 waypoint 018,line-4,OMD-TRK-L4-018,line-4-0954-1427-s029442 to line-4-0908-1567-s032931,31.186,31.186,موقف الخرطوم مدني حلة كوكو to سوق شارع واحد midpoint W-Node,safety
OMD-TRK-L5-001,line-5-1141-1487-s000000--line-5-1177-1365-s003014,track-section,standard-urban,line-5 section 001,line-5,OMD-SYS-001,line-5-1141-1487-s000000 to line-5-1177-1365-s003014,0.000,3.014,كلية الجريف شرق التقنية to line-5-1177-1365-s003014,safety
OMD-WPT-L5-001,w-node-line-5-1141-1487-s000000--line-5-1177-1365-s003014,waypoint,wayside-node,line-5 waypoint 001,line-5,OMD-TRK-L5-001,line-5-1141-1487-s000000 to line-5-1177-1365-s003014,1.507,1.507,كلية الجريف شرق التقنية to line-5-1177-1365-s003014 midpoint W-Node,safety
OMD-TRK-L5-002,line-5-1177-1365-s003014--line-5-1130-1303-s005014,track-section,standard-urban,line-5 section 002,line-5,OMD-SYS-001,line-5-1177-1365-s003014 to line-5-1130-1303-s005014,3.014,5.014,line-5-1177-1365-s003014 to مركز دريم للتسوق,safety
OMD-WPT-L5-002,w-node-line-5-1177-1365-s003014--line-5-1130-1303-s005014,waypoint,wayside-node,line-5 waypoint 002,line-5,OMD-TRK-L5-002,line-5-1177-1365-s003014 to line-5-1130-1303-s005014,4.014,4.014,line-5-1177-1365-s003014 to مركز دريم للتسوق midpoint W-Node,safety
OMD-TRK-L5-003,line-5-1130-1303-s005014--line-5-1142-1207-s007034,track-section,standard-urban,line-5 section 003,line-5,OMD-SYS-001,line-5-1130-1303-s005014 to line-5-1142-1207-s007034,5.014,7.034,مركز دريم للتسوق to line-5-1142-1207-s007034,safety
OMD-WPT-L5-003,w-node-line-5-1130-1303-s005014--line-5-1142-1207-s007034,waypoint,wayside-node,line-5 waypoint 003,line-5,OMD-TRK-L5-003,line-5-1130-1303-s005014 to line-5-1142-1207-s007034,6.024,6.024,مركز دريم للتسوق to line-5-1142-1207-s007034 midpoint W-Node,safety
OMD-TRK-L5-004,line-5-1142-1207-s007034--line-5-1140-1190-s007390,track-section,standard-urban,line-5 section 004,line-5,OMD-SYS-001,line-5-1142-1207-s007034 to line-5-1140-1190-s007390,7.034,7.390,line-5-1142-1207-s007034 to line-5-1140-1190-s007390,safety
